OTU_19	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Massarina
OTU_3835	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
OTU_3862	k__Fungi
OTU_3829	k__Fungi
OTU_3860	k__Unassigned
OTU_3875	k__Fungi;p__Ascomycota;c__Xylonomycetes;o__Xylonomycetales;f__Xylonomycetales_fam_Incertae_sedis;g__Symbiotaphrina;s__Symbiotaphrina_kochii_SH021199.07FU
OTU_3861	k__Fungi
OTU_3863	k__Fungi;p__Ascomycota
OTU_3855	k__Fungi
OTU_3865	k__Fungi
OTU_3834	k__Fungi;p__Basidiomycota;c__Tremellomycetes
OTU_3870	k__Fungi;p__Ascomycota
OTU_3868	k__Fungi
OTU_3883	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_fuscodisca_SH190318.07FU
OTU_3871	k__Fungi;p__Ascomycota
OTU_3846	k__Fungi
OTU_3878	k__Fungi
OTU_3880	k__Fungi
OTU_3873	k__Fungi
OTU_3874	k__Fungi
OTU_3872	k__Fungi
OTU_3879	k__Fungi
OTU_3885	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_3881	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_3882	k__Fungi;p__Ascomycota
OTU_3876	k__Fungi
OTU_3886	k__Fungi
OTU_3859	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus
OTU_3895	k__Fungi
OTU_3887	k__Fungi
OTU_3902	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Tulasnellaceae
OTU_3891	k__Fungi;p__Ascomycota
OTU_3897	k__Fungi;p__Ascomycota
OTU_3898	k__Fungi
OTU_3896	k__Fungi
OTU_3907	k__Fungi
OTU_3884	k__Fungi;p__Aphelidiomycota;c__Aphelidiomycetes;o__GS16
OTU_3914	k__Fungi
OTU_3912	k__Fungi;p__Ascomycota
OTU_3877	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__Sporobolomyces_carnicolor_SH194979.07FU
OTU_3908	k__Fungi
OTU_3924	k__Fungi
OTU_3928	k__Fungi
OTU_3890	k__Fungi
OTU_3888	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__Paraphaeosphaeria_michotii_SH186934.07FU
OTU_3904	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
OTU_3910	k__Fungi
OTU_3892	k__Fungi;p__Rozellomycota
OTU_3917	k__Fungi
OTU_3889	k__Fungi;p__Ascomycota
OTU_3900	k__Fungi
OTU_3926	k__Fungi
OTU_3923	k__Fungi;p__Ascomycota
OTU_3925	k__Fungi
OTU_3893	k__Fungi;p__Ascomycota;c__Eurotiomycetes
OTU_3901	k__Fungi
OTU_3930	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales
OTU_3929	k__Fungi;p__Ascomycota
OTU_3937	k__Fungi
OTU_3933	k__Fungi
OTU_3932	k__Fungi
OTU_3934	k__Fungi
OTU_3935	k__Fungi
OTU_3927	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma
OTU_3915	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium
OTU_3948	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellaceae;g__Cantharellus;s__Cantharellus_amethysteus_SH028136.07FU
OTU_3940	k__Fungi
OTU_3943	k__Fungi
OTU_3947	k__Fungi
OTU_3942	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_3941	k__Fungi
OTU_3918	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_etchellsii_SH180990.07FU
OTU_3949	k__Fungi;p__Ascomycota
OTU_3955	k__Fungi
OTU_3952	k__Fungi
OTU_3967	k__Fungi
OTU_3953	k__Fungi;p__Ascomycota
OTU_3951	k__Fungi
OTU_3931	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales
OTU_3961	k__Fungi;p__Ascomycota
OTU_3966	k__Fungi
OTU_3964	k__Fungi
OTU_3970	k__Fungi;p__Ascomycota
OTU_3969	k__Fungi;p__Ascomycota
OTU_3959	k__Fungi
OTU_3936	k__Fungi
OTU_3939	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Robillarda
OTU_3975	k__Fungi;p__Ascomycota
OTU_3971	k__Fungi
OTU_3973	k__Fungi
OTU_3956	k__Fungi;p__Chytridiomycota
OTU_3974	k__Fungi
OTU_3980	k__Fungi
OTU_3984	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Barnettozyma
OTU_3979	k__Fungi
OTU_3978	k__Fungi;p__Ascomycota
OTU_3938	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon
OTU_3976	k__Fungi;p__Ascomycota
OTU_3958	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
OTU_3977	k__Fungi;p__Ascomycota
OTU_3960	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
OTU_3983	k__Fungi
OTU_3982	k__Fungi;p__Ascomycota
OTU_3989	k__Fungi;p__Ascomycota
OTU_3988	k__Fungi
OTU_3972	k__Fungi
OTU_3986	k__Fungi
OTU_3985	k__Fungi
OTU_3999	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Cephalothecaceae;g__Cephalotheca;s__Cephalotheca_purpurea_SH022769.07FU
OTU_3993	k__Fungi
OTU_3996	k__Fungi
OTU_4002	k__Fungi
OTU_3992	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Tulasnellaceae
OTU_4011	k__Fungi;p__Ascomycota
OTU_4009	k__Fungi
OTU_4001	k__Fungi;p__Ascomycota
OTU_4004	k__Fungi
OTU_3997	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Glomerellaceae;g__Colletotrichum
OTU_4007	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_4008	k__Fungi;p__Ascomycota
OTU_3991	k__Fungi
OTU_4014	k__Fungi
OTU_3994	k__Fungi
OTU_4005	k__Fungi
OTU_4010	k__Fungi;p__Ascomycota
OTU_4013	k__Fungi
OTU_4003	k__Fungi
OTU_4017	k__Fungi;p__Ascomycota
OTU_4016	k__Fungi
OTU_4020	k__Fungi;p__Ascomycota
OTU_4021	k__Fungi;p__Ascomycota
OTU_4024	k__Fungi
OTU_4027	k__Fungi
OTU_4026	k__Fungi;p__Ascomycota
OTU_4025	k__Fungi
OTU_4028	k__Fungi;p__Ascomycota
OTU_4033	k__Fungi
OTU_4000	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus
OTU_4031	k__Fungi
OTU_4019	k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__Malassezia_globosa_SH184036.07FU
OTU_3995	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_copticola_SH205212.07FU
OTU_4032	k__Fungi
OTU_4036	k__Fungi
OTU_4035	k__Fungi
OTU_4015	k__Fungi
OTU_4039	k__Fungi;p__Ascomycota
OTU_4034	k__Fungi
OTU_4038	k__Fungi
OTU_4037	k__Fungi;p__Ascomycota
OTU_4041	k__Fungi;p__Ascomycota
OTU_4040	k__Fungi
OTU_4043	k__Fungi
OTU_4050	k__Fungi;p__Ascomycota
OTU_4018	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_japonicus_SH205971.07FU
OTU_4044	k__Fungi;p__Ascomycota
OTU_4042	k__Fungi;p__Ascomycota
OTU_4047	k__Fungi
OTU_4052	k__Fungi;p__Ascomycota
OTU_4049	k__Fungi
OTU_4053	k__Fungi
OTU_4058	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
OTU_4057	k__Fungi;p__Ascomycota
OTU_4054	k__Fungi
OTU_4060	k__Fungi;p__Ascomycota
OTU_4051	k__Fungi
OTU_4062	k__Fungi
OTU_4061	k__Fungi
OTU_4063	k__Fungi
OTU_4064	k__Fungi;p__Ascomycota
OTU_4065	k__Fungi;p__Ascomycota
OTU_4067	k__Fungi;p__Ascomycota
OTU_4071	k__Fungi
OTU_4068	k__Fungi
OTU_4070	k__Fungi
OTU_4079	k__Fungi
OTU_4077	k__Fungi;p__Ascomycota
OTU_4045	k__Fungi
OTU_4072	k__Fungi
OTU_4076	k__Fungi
OTU_4083	k__Fungi
OTU_4075	k__Fungi
OTU_4073	k__Fungi;p__Ascomycota
OTU_4066	k__Fungi;p__Basidiomycota
OTU_4078	k__Fungi;p__Ascomycota
OTU_4081	k__Fungi;p__Ascomycota
OTU_4082	k__Fungi
OTU_4080	k__Fungi;p__Ascomycota
OTU_4069	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Rhizoctonia
OTU_4088	k__Fungi
OTU_4087	k__Fungi
OTU_4089	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales
OTU_4084	k__Fungi
OTU_4059	k__Fungi;p__Basidiomycota;c__Tremellomycetes
OTU_4096	k__Fungi;p__Ascomycota
OTU_4097	k__Fungi;p__Ascomycota
OTU_4092	k__Fungi
OTU_4093	k__Fungi
OTU_4100	k__Fungi
OTU_4101	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_4098	k__Fungi;p__Ascomycota
OTU_4095	k__Fungi;p__Ascomycota
OTU_4091	k__Fungi
OTU_4099	k__Fungi;p__Chytridiomycota
OTU_4109	k__Fungi
OTU_4105	k__Fungi;p__Ascomycota
OTU_4111	k__Fungi
OTU_4126	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Sarcosomataceae;g__Donadinia;s__Donadinia_sibirica_SH525040.07FU
OTU_4090	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe;s__Diaporthe_goulteri_SH185650.07FU
OTU_4108	k__Fungi
OTU_4106	k__Fungi
OTU_4114	k__Fungi
OTU_4115	k__Fungi
OTU_4112	k__Fungi
OTU_4124	k__Fungi
OTU_4119	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
OTU_4123	k__Fungi
OTU_4125	k__Fungi
OTU_4121	k__Fungi;p__Ascomycota
OTU_4133	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Aquasubmersa;s__Aquasubmersa_mircensis_SH026435.07FU
OTU_4122	k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__Powellomycetaceae;g__Powellomyces
OTU_4104	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;s__Solicoccozyma_terricola_SH190017.07FU
OTU_4103	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales;f__Myrmecridiaceae;g__Myrmecridium
OTU_4118	k__Fungi
OTU_4130	k__Fungi
OTU_4127	k__Fungi;p__Ascomycota
OTU_4135	k__Fungi;p__Ascomycota
OTU_4131	k__Fungi
OTU_4132	k__Fungi
OTU_4136	k__Fungi
OTU_4134	k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Tilletiales;f__Tilletiaceae;g__Tilletia;s__Tilletia_barclayana_SH221176.07FU
OTU_4138	k__Fungi
OTU_4137	k__Fungi;p__Basidiomycota
OTU_4102	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__Phoma_omnivirens_SH186596.07FU
OTU_4117	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_4140	k__Fungi;p__Rozellomycota
OTU_4141	k__Fungi;p__Ascomycota
OTU_4147	k__Fungi
OTU_4149	k__Fungi
OTU_4162	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Barnettozyma
OTU_4146	k__Fungi;p__Ascomycota
OTU_4143	k__Fungi
OTU_4154	k__Fungi
OTU_4145	k__Fungi;p__Ascomycota
OTU_4144	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_4161	k__Fungi
OTU_4153	k__Fungi;p__Ascomycota
OTU_4159	k__Fungi
OTU_4155	k__Fungi
OTU_4160	k__Fungi
OTU_4158	k__Fungi
OTU_4139	k__Fungi
OTU_4166	k__Fungi;p__Ascomycota
OTU_4165	k__Fungi
OTU_4167	k__Fungi
OTU_4163	k__Fungi;p__Ascomycota
OTU_4174	k__Fungi
OTU_4169	k__Fungi;p__Ascomycota
OTU_4171	k__Fungi;p__Ascomycota
OTU_4172	k__Fungi
OTU_4176	k__Fungi;p__Ascomycota
OTU_4180	k__Fungi
OTU_4178	k__Fungi
OTU_4175	k__Fungi;p__Chytridiomycota
OTU_4168	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae
OTU_4184	k__Fungi;p__Ascomycota
OTU_4152	k__Fungi
OTU_4187	k__Fungi
OTU_4202	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales
OTU_4185	k__Fungi
OTU_4183	k__Fungi
OTU_4192	k__Fungi;p__Ascomycota
OTU_4156	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
OTU_4182	k__Fungi
OTU_4186	k__Fungi;p__Ascomycota
OTU_4177	k__Fungi;p__Basidiomycota;c__Pucciniomycetes
OTU_4179	k__Fungi;p__Monoblepharomycota;c__Monoblepharidomycetes;o__Monoblepharidales;f__Monoblepharidaceae
OTU_4197	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_4190	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_4214	k__Fungi;p__Ascomycota;c__Xylonomycetes;o__Xylonomycetales;f__Xylonomycetales_fam_Incertae_sedis;g__Symbiotaphrina;s__Symbiotaphrina_buchneri_SH643910.07FU
OTU_4201	k__Fungi;p__Ascomycota
OTU_4203	k__Fungi
OTU_4200	k__Fungi
OTU_4213	k__Fungi;p__Ascomycota
OTU_4219	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae
OTU_4207	k__Fungi
OTU_4208	k__Fungi;p__Ascomycota
OTU_4191	k__Fungi
OTU_4210	k__Fungi
OTU_4217	k__Fungi;p__Ascomycota
OTU_4221	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_4225	k__Fungi
OTU_4223	k__Fungi
OTU_4229	k__Fungi
OTU_4233	k__Fungi
OTU_4226	k__Fungi
OTU_4232	k__Fungi
OTU_4230	k__Fungi;p__Ascomycota
OTU_4237	k__Fungi;p__Ascomycota
OTU_4231	k__Fungi
OTU_4222	k__Fungi
OTU_4218	k__Fungi
OTU_4209	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_stromaticum_SH196035.07FU
OTU_4241	k__Fungi;p__Ascomycota
OTU_4224	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae
OTU_4206	k__Fungi
OTU_4240	k__Fungi
OTU_4242	k__Fungi
OTU_4248	k__Fungi
OTU_4247	k__Fungi
OTU_4236	k__Fungi;p__Chytridiomycota
OTU_4245	k__Fungi
OTU_4250	k__Fungi
OTU_4249	k__Fungi
OTU_4255	k__Fungi
OTU_4254	k__Fungi;p__Ascomycota
OTU_4252	k__Fungi
OTU_4234	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
OTU_4246	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Stachybotrys
OTU_4257	k__Fungi;p__Ascomycota
OTU_4265	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius
OTU_4260	k__Fungi
OTU_4256	k__Fungi;p__Basidiomycota
OTU_4243	k__Fungi
OTU_4238	k__Fungi
OTU_4262	k__Fungi
OTU_4261	k__Fungi
OTU_4266	k__Fungi;p__Ascomycota;c__Dothideomycetes
OTU_4264	k__Fungi
OTU_4239	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Patinella;s__Patinella_hyalophaea_SH215246.07FU
OTU_4272	k__Fungi
OTU_4263	k__Fungi;p__Ascomycota
OTU_4268	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_convolutus_SH020515.07FU
OTU_4267	k__Fungi;p__Ascomycota
OTU_4276	k__Fungi;p__Ascomycota
OTU_4273	k__Fungi;p__Ascomycota
OTU_4277	k__Fungi
OTU_4253	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
OTU_4251	k__Fungi;p__Basidiomycota;c__Tremellomycetes
OTU_4284	k__Fungi;p__Ascomycota
OTU_4282	k__Fungi
OTU_4279	k__Fungi;p__Ascomycota
OTU_4286	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae
OTU_4287	k__Fungi
OTU_4283	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
OTU_4274	k__Fungi
OTU_4294	k__Fungi
OTU_4290	k__Fungi
OTU_4292	k__Fungi
OTU_4280	k__Fungi;p__Ascomycota
OTU_4295	k__Fungi;p__Ascomycota
OTU_4297	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_4304	k__Fungi;p__Ascomycota
OTU_4303	k__Fungi;p__Ascomycota
OTU_4305	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_4299	k__Fungi
OTU_4311	k__Fungi
OTU_4309	k__Fungi;p__Basidiomycota
OTU_4301	k__Fungi;p__Ascomycota
OTU_4270	k__Fungi
OTU_4302	k__Fungi
OTU_4275	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setophoma
OTU_4288	k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Spizellomyces
OTU_4308	k__Fungi;p__Basidiomycota
OTU_4291	k__Fungi;p__Ascomycota
OTU_4312	k__Fungi
OTU_4315	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_4310	k__Fungi
OTU_4318	k__Fungi;p__Ascomycota
OTU_4326	k__Fungi;p__Ascomycota
OTU_4323	k__Fungi
OTU_4317	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Lophiostoma
OTU_4336	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Coltricia
OTU_4327	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_4300	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis
OTU_4344	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Barnettozyma
OTU_4298	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusicolla;s__Fusicolla_acetilerea_SH175301.07FU
OTU_4328	k__Fungi
OTU_4330	k__Fungi
OTU_4306	k__Fungi
OTU_4338	k__Fungi;p__Ascomycota
OTU_4332	k__Fungi
OTU_4339	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
OTU_4319	k__Fungi
OTU_4349	k__Fungi;p__Ascomycota
OTU_4334	k__Fungi;p__Ascomycota
OTU_4342	k__Fungi
OTU_4347	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales
OTU_4333	k__Fungi
OTU_4348	k__Fungi;p__Ascomycota
OTU_4350	k__Fungi
OTU_4320	k__Fungi
OTU_4325	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Conocybe
OTU_4353	k__Fungi
OTU_4361	k__Fungi;p__Ascomycota
OTU_4355	k__Fungi
OTU_4321	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Neodeightonia
OTU_4351	k__Fungi
OTU_4359	k__Fungi
OTU_4329	k__Fungi
OTU_4335	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_4340	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiales_fam_Incertae_sedis;g__Occultifur
OTU_4360	k__Fungi
OTU_4366	k__Fungi
OTU_4358	k__Fungi;p__Ascomycota
OTU_4365	k__Fungi;p__Ascomycota
OTU_4368	k__Fungi
OTU_4343	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_nomius_SH432546.07FU
OTU_4363	k__Fungi
OTU_4376	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae;g__Arthroderma;s__Arthroderma_borellii_SH467360.07FU
OTU_4367	k__Fungi
OTU_4375	k__Fungi
OTU_4371	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae
OTU_4372	k__Fungi
OTU_4369	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
OTU_4385	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Podoscyphaceae;g__Podoscypha;s__Podoscypha_elegans_SH001270.07FU
OTU_4383	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Canomaculina;s__Canomaculina_subcaperata_SH023013.07FU
OTU_4373	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Pyrenulales;f__Pyrenulaceae;g__Pyrenula;s__Pyrenula_cruenta_SH211506.07FU
OTU_4378	k__Fungi
OTU_4382	k__Fungi;p__Ascomycota
OTU_4384	k__Fungi;p__Ascomycota
OTU_4377	k__Fungi
OTU_4388	k__Fungi;p__Ascomycota
OTU_4393	k__Fungi;p__Basidiomycota;c__Agaricomycetes
OTU_4387	k__Fungi;p__Ascomycota
OTU_4380	k__Fungi
OTU_4390	k__Fungi;p__Ascomycota
OTU_4381	k__Fungi;p__Basidiomycota;c__Tremellomycetes
OTU_4403	k__Fungi
OTU_4396	k__Fungi
OTU_4402	k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Sporisorium;s__Sporisorium_dietelianum_SH475795.07FU
OTU_4400	k__Fungi
OTU_4354	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__Pichia_mandshurica_SH204040.07FU
OTU_4395	k__Fungi
OTU_4407	k__Fungi;p__Ascomycota
OTU_4398	k__Fungi;p__Ascomycota
OTU_4399	k__Fungi
OTU_4405	k__Fungi;p__Ascomycota
OTU_4392	k__Fungi
OTU_4412	k__Fungi
OTU_4410	k__Fungi
OTU_4416	k__Fungi
OTU_4415	k__Fungi
OTU_4413	k__Fungi
OTU_4420	k__Fungi
OTU_4421	k__Fungi;p__Basidiomycota
OTU_4414	k__Fungi
OTU_4386	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
OTU_4425	k__Fungi
OTU_4404	k__Fungi;p__Chytridiomycota;c__Chytridiomycetes
OTU_4424	k__Fungi
OTU_4419	k__Fungi
OTU_4422	k__Fungi;p__Ascomycota
OTU_4426	k__Fungi;p__Basidiomycota
OTU_4431	k__Fungi
OTU_4439	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Acephala;s__Acephala_macrosclerotiorum_SH204989.07FU
OTU_4428	k__Fungi;p__Ascomycota
OTU_4427	k__Fungi
OTU_4429	k__Fungi
OTU_4411	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae
OTU_4401	k__Fungi
OTU_4438	k__Fungi
OTU_4436	k__Fungi
OTU_4445	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus
OTU_4430	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella
OTU_4442	k__Fungi;p__Basidiomycota
OTU_4444	k__Fungi
OTU_4433	k__Fungi
OTU_4448	k__Fungi;p__Ascomycota
OTU_4447	k__Fungi
OTU_4446	k__Fungi
OTU_4454	k__Fungi;p__Ascomycota
OTU_4452	k__Fungi;p__Ascomycota
OTU_4440	k__Fungi
OTU_4437	k__Fungi
OTU_4435	k__Fungi
OTU_4467	k__Fungi
OTU_4472	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales
OTU_4462	k__Fungi
OTU_4468	k__Fungi;p__Ascomycota
OTU_4455	k__Fungi
OTU_4432	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae
OTU_4456	k__Fungi
OTU_4470	k__Fungi
OTU_4474	k__Fungi;p__Ascomycota
OTU_4469	k__Fungi
OTU_4473	k__Fungi;p__Kickxellomycota;c__Kickxellomycetes;o__Kickxellales;f__Kickxellaceae;g__Ramicandelaber
OTU_4443	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
OTU_4471	k__Fungi
OTU_4464	k__Fungi;p__Glomeromycota
OTU_4460	k__Fungi
OTU_4449	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium
OTU_4508	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Barnettozyma
OTU_4457	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Cystobasidiomycetes_fam_Incertae_sedis;g__Symmetrospora;s__Symmetrospora_marina_SH205937.07FU
OTU_4459	k__Fungi
OTU_4480	k__Fungi;p__Ascomycota;c__Sordariomycetes
OTU_4501	k__Fungi
OTU_4493	k__Fungi
OTU_4499	k__Fungi;p__Ascomycota
OTU_4494	k__Fungi
OTU_4485	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella
OTU_4487	k__Fungi
OTU_4498	k__Fungi
OTU_4497	k__Fungi
OTU_4500	k__Fungi;p__Ascomycota
OTU_4489	k__Fungi
OTU_4490	k__Fungi
OTU_4502	k__Fungi;p__Ascomycota
OTU_4504	k__Fungi
OTU_4475	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae
OTU_4503	k__Fungi
OTU_4510	k__Fungi
OTU_4509	k__Fungi
OTU_4507	k__Fungi
OTU_4512	k__Fungi;p__Ascomycota
OTU_4511	k__Fungi;p__Ascomycota
OTU_4515	k__Fungi
OTU_4476	k__Fungi
OTU_4505	k__Fungi
OTU_4513	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
OTU_4514	k__Fungi;p__Ascomycota
OTU_4483	k__Fungi
